Date,Name,Year,Letterboxd URI
2019-05-14,Cold Pursuit,2019,https://letterboxd.com/film/cold-pursuit/
2019-05-17,Serenity,2019,https://letterboxd.com/film/serenity-2019/
2019-05-23,Fantastic Beasts: The Crimes of Grindelwald,2018,https://letterboxd.com/film/fantastic-beasts-the-crimes-of-grindelwald/
2019-05-23,Toy Story 2,1999,https://letterboxd.com/film/toy-story-2/
2019-05-26,Robin Hood,2018,https://letterboxd.com/film/robin-hood-2018/
2019-05-26,Toy Story 3,2010,https://letterboxd.com/film/toy-story-3/
2019-05-27,Point Break,1991,https://letterboxd.com/film/point-break/
2019-05-29,A History of Violence,2005,https://letterboxd.com/film/a-history-of-violence/
2019-06-03,Raiders of the Lost Ark,1981,https://letterboxd.com/film/raiders-of-the-lost-ark/
2019-06-07,"Extremely Wicked, Shockingly Evil and Vile",2019,https://letterboxd.com/film/extremely-wicked-shockingly-evil-and-vile/
2019-06-08,Con Air,1997,https://letterboxd.com/film/con-air/
2019-06-09,I Am Mother,2019,https://letterboxd.com/film/i-am-mother/
2019-06-13,Pokémon Detective Pikachu,2019,https://letterboxd.com/film/pokemon-detective-pikachu/
2019-06-14,"Monsters, Inc.",2001,https://letterboxd.com/film/monsters-inc/
2019-06-15,Predestination,2014,https://letterboxd.com/film/predestination/
2019-06-17,Déjà Vu,2006,https://letterboxd.com/film/deja-vu/
2019-06-17,2036: Nexus Dawn,2017,https://letterboxd.com/film/2036-nexus-dawn/
2019-06-17,2048: Nowhere to Run,2017,https://letterboxd.com/film/2048-nowhere-to-run/
2019-06-17,Blade Runner: Black Out 2022,2017,https://letterboxd.com/film/blade-runner-black-out-2022/
2019-06-18,"Hail, Caesar!",2016,https://letterboxd.com/film/hail-caesar-2016/
2019-06-22,Crimson Tide,1995,https://letterboxd.com/film/crimson-tide/
2019-06-30,Idiocracy,2006,https://letterboxd.com/film/idiocracy/
2019-06-30,Last Action Hero,1993,https://letterboxd.com/film/last-action-hero/
2019-07-01,Burn After Reading,2008,https://letterboxd.com/film/burn-after-reading/
2019-07-01,Get Out,2017,https://letterboxd.com/film/get-out-2017/
2019-07-02,No Country for Old Men,2007,https://letterboxd.com/film/no-country-for-old-men/
2019-07-03,Captain America: The Winter Soldier,2014,https://letterboxd.com/film/captain-america-the-winter-soldier/
2019-07-08,Ice Age,2002,https://letterboxd.com/film/ice-age/
2019-07-09,Alita: Battle Angel,2019,https://letterboxd.com/film/alita-battle-angel/
2019-07-09,Captain America: The First Avenger,2011,https://letterboxd.com/film/captain-america-the-first-avenger/
2019-07-10,The Fast and the Furious,2001,https://letterboxd.com/film/the-fast-and-the-furious-2001/
2019-07-13,The Lobster,2015,https://letterboxd.com/film/the-lobster/
2019-07-14,Under the Silver Lake,2018,https://letterboxd.com/film/under-the-silver-lake/
2019-07-15,Aliens,1986,https://letterboxd.com/film/aliens/
2019-07-15,The Crow,1994,https://letterboxd.com/film/the-crow/
2019-07-16,2 Fast 2 Furious,2003,https://letterboxd.com/film/2-fast-2-furious/
2019-07-17,Batman Begins,2005,https://letterboxd.com/film/batman-begins/
2019-07-22,John Carter,2012,https://letterboxd.com/film/john-carter/
2019-07-22,Indiana Jones and the Last Crusade,1989,https://letterboxd.com/film/indiana-jones-and-the-last-crusade/
2019-07-22,The Hangover,2009,https://letterboxd.com/film/the-hangover/
2019-07-30,Billy Elliot,2000,https://letterboxd.com/film/billy-elliot/
2019-08-01,Pocahontas,1995,https://letterboxd.com/film/pocahontas/
2019-08-10,Shazam!,2019,https://letterboxd.com/film/shazam/
2019-08-10,The Dark Knight,2008,https://letterboxd.com/film/the-dark-knight/
2019-08-11,The Pink Panther,2006,https://letterboxd.com/film/the-pink-panther/
2019-08-12,Inglourious Basterds,2009,https://letterboxd.com/film/inglourious-basterds/
2019-08-13,Robin Hood,2010,https://letterboxd.com/film/robin-hood-2010/
2019-08-14,The Fast and the Furious: Tokyo Drift,2006,https://letterboxd.com/film/the-fast-and-the-furious-tokyo-drift/
2019-08-15,Mission: Impossible - Rogue Nation,2015,https://letterboxd.com/film/mission-impossible-rogue-nation/
2019-08-15,Morgan,2016,https://letterboxd.com/film/morgan-2016/
2019-08-15,Horrible Bosses,2011,https://letterboxd.com/film/horrible-bosses/
2019-08-15,RED,2010,https://letterboxd.com/film/red-2010/
2019-08-21,Us,2019,https://letterboxd.com/film/us-2019/
2019-08-21,Dazed and Confused,1993,https://letterboxd.com/film/dazed-and-confused/
2019-08-29,Paris Is Burning,1990,https://letterboxd.com/film/paris-is-burning/
2019-09-02,The Wandering Earth,2019,https://letterboxd.com/film/the-wandering-earth/
2019-09-02,Ralph Breaks the Internet,2018,https://letterboxd.com/film/ralph-breaks-the-internet/
2019-09-04,The Lord of the Rings: The Two Towers,2002,https://letterboxd.com/film/the-lord-of-the-rings-the-two-towers/
2019-09-04,The Lord of the Rings: The Return of the King,2003,https://letterboxd.com/film/the-lord-of-the-rings-the-return-of-the-king/
2019-09-07,Travis Scott: Look Mom I Can Fly,2019,https://letterboxd.com/film/travis-scott-look-mom-i-can-fly/
2019-09-21,Unicorn Store,2017,https://letterboxd.com/film/unicorn-store/
2019-09-27,Her,2013,https://letterboxd.com/film/her/
2019-09-29,John Wick: Chapter 3 - Parabellum,2019,https://letterboxd.com/film/john-wick-chapter-3-parabellum/
2019-09-29,Dark Phoenix,2019,https://letterboxd.com/film/dark-phoenix/
2019-09-29,Polar,2019,https://letterboxd.com/film/polar-2019/
2019-09-30,The Night Comes for Us,2018,https://letterboxd.com/film/the-night-comes-for-us/
2019-10-01,Ad Astra,2019,https://letterboxd.com/film/ad-astra-2019/
2019-10-08,Spider-Man: Far from Home,2019,https://letterboxd.com/film/spider-man-far-from-home/
2019-10-08,Godzilla: King of the Monsters,2019,https://letterboxd.com/film/godzilla-king-of-the-monsters-2019/
2019-10-08,The American,2010,https://letterboxd.com/film/the-american/
2019-10-10,Burning,2018,https://letterboxd.com/film/burning-2018/
2019-10-10,The Siege of Jadotville,2016,https://letterboxd.com/film/the-siege-of-jadotville/
2019-10-14,Jackie Brown,1997,https://letterboxd.com/film/jackie-brown/
2019-10-15,Kedi,2016,https://letterboxd.com/film/kedi-2016/
2019-10-18,Insidious,2010,https://letterboxd.com/film/insidious/
2019-10-25,Rosemary's Baby,1968,https://letterboxd.com/film/rosemarys-baby/
2019-11-02,The Thing,1982,https://letterboxd.com/film/the-thing/
2019-11-05,In the Shadow of the Moon,2019,https://letterboxd.com/film/in-the-shadow-of-the-moon-2019/
2019-11-07,Dante's Peak,1997,https://letterboxd.com/film/dantes-peak/
2019-11-11,District 9,2009,https://letterboxd.com/film/district-9/
2019-11-14,Star Wars: The Last Jedi,2017,https://letterboxd.com/film/star-wars-the-last-jedi/
2019-11-14,Rumble in the Bronx,1995,https://letterboxd.com/film/rumble-in-the-bronx/
2019-11-18,mother!,2017,https://letterboxd.com/film/mother-2017/
2019-11-20,Joker,2019,https://letterboxd.com/film/joker-2019/
2019-11-21,GoldenEye,1995,https://letterboxd.com/film/goldeneye/
2019-11-21,Tomorrow Never Dies,1997,https://letterboxd.com/film/tomorrow-never-dies/
